study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
15,81,7.1,7,7,100,95.72
2,85,5.6,7.6,4,52,49.01
19,95,4.6,7.2,10,66,94.89
19,98,7,5.5,4,44,79.71
3,53,8.1,9.7,6,54,53.54
10,94,4.8,3.9,0,45,62.31
1,46,6.3,9,2,36,31.79
17,81,5.5,3.8,9,94,100
17,65,6,6.6,8,39,77.84
5,69,4.9,8.2,1,61,50.97
15,96,7.3,9.5,1,83,78.91
9,84,7.2,2.1,5,54,77.19
4,75,7.3,9,1,54,43.05
11,96,4.7,1.9,6,98,99.85
8,58,4.9,3.3,0,46,43.25
9,65,4.9,4.5,1,61,63.72
6,40,9,3.8,4,50,51.7
14,68,8,8.3,7,79,80.66
5,79,8.6,2.8,10,98,95.89
14,85,6,5.2,0,99,86.26
16,71,8.3,1.7,7,73,90.75
10,93,7.4,1.2,3,34,70.72
12,94,4.4,7.2,9,93,100
5,58,8,8.2,2,74,54.72
14,62,5.4,1.6,10,98,100
7,77,4.9,10,6,59,63.4
11,84,4.9,6,1,100,75.61
17,76,5,4.4,3,51,76.42
15,75,7.3,5.6,7,35,71.1
8,62,8.5,5.1,10,59,73.15
20,78,5.8,3.1,1,84,91.34
19,51,7.4,6.9,5,61,76.38
15,86,4.3,1.1,7,30,75.41
12,40,7.6,6,4,66,68.22
20,79,8,4.6,5,88,99.48
14,85,8.8,2.1,1,60,77.47
1,91,5.6,6.2,1,62,52.4
12,57,7.7,2.5,5,72,76.83
7,92,8.2,2.7,0,71,70.39
12,58,4.5,4.7,10,75,80.52
4,41,7,5.5,5,43,49.42
14,54,6,4.2,9,31,75.01
11,86,4.2,1.6,3,93,89.83
5,49,5.2,2.2,7,94,80.23
15,95,8.8,1.4,3,52,79.41
18,47,4.7,1.7,1,97,87.48
19,88,5.2,9.5,4,86,93.34
11,96,4.7,8.4,1,50,59.23
11,100,6.9,3.2,7,57,79.62
10,78,8.2,2.9,1,32,62.4
17,65,4.8,3.2,6,72,89.69
19,96,5.3,8.5,0,60,78.13
18,46,6.5,1.2,6,68,86.07
12,85,4.5,1.3,0,46,56.56
5,59,4.4,3.3,8,41,57.6
5,73,5.3,4.8,6,100,80.16
15,81,8,2.7,1,66,79.06
19,70,8.3,8.7,3,46,77.81
9,52,7.2,7,4,57,62.43
10,59,4.6,1.4,5,38,64.52
1,58,8.2,1,0,67,46.97
4,55,5.7,4,7,68,60.79
16,88,8.9,2.3,10,46,96.93
20,62,6.1,8.7,7,46,79.8
16,64,8,1.7,8,100,100
18,97,8.2,5.1,6,90,100
12,95,4.3,5.5,7,39,67.96
7,78,6.7,5.8,9,58,76.62
6,42,5.4,5.3,0,65,45.01
19,56,5.6,7.7,6,95,96.42
3,81,7.7,5.1,3,65,56.85
18,97,7.4,5.5,9,81,100
2,55,7.1,8.2,5,92,68.53
17,61,7.1,9.2,1,99,83.52
8,82,6,2.3,5,65,78.33
20,52,7.8,6.3,7,40,79.55
11,56,4.2,4.7,8,70,80.61
15,40,4.7,1.5,7,39,70.85
7,69,6.8,3.5,0,74,60.32
12,86,5.7,3,5,64,77.33
2,68,7.8,9.3,9,82,72.13
17,95,6.6,9.7,9,51,89.4
5,91,4.5,9.3,0,88,64.91
1,99,5.4,7.9,9,69,72.16
3,47,7.9,3.7,1,86,57.03
16,74,7.5,9,4,42,73.41
1,100,7.5,3.8,6,82,77.5
17,66,5.3,3.5,6,46,79.7
10,92,8.7,5.5,4,100,90.71
3,47,8,9.8,8,89,68.84
1,54,5.2,3.9,0,66,45.66
8,90,7.8,5.2,2,69,74.74
14,89,6.7,9.9,7,62,82.8
2,88,5.1,8,4,59,55.68
4,91,6.3,6.6,8,48,63.64
19,50,5.4,1.2,8,45,77.14
7,43,4.5,4.8,4,61,50.68
3,92,5.3,4.2,6,77,68.82
4,50,6.3,6.4,7,37,44.12
9,55,8.5,5.1,3,49,56.8
13,91,7.4,3.7,5,56,79.39
11,45,8.4,7,3,45,50.31
11,56,4.5,1.6,9,33,68.98
1,64,4.1,1.9,6,56,50.75
2,63,8.4,2.6,10,69,73.01
14,90,8.6,6.9,3,76,87.72
18,56,7.3,3.8,6,45,72.64
14,46,8.8,3.8,9,69,83.9
5,66,8,1.8,4,72,67.18
15,88,7.9,8.9,8,49,81.1
5,86,7.2,4.3,8,43,65.38
20,77,8.1,6.9,0,53,76.86
5,52,5.7,4.3,3,74,59.37
7,100,7.3,9.4,5,51,66.36
1,61,4.1,8.3,5,35,42.84
17,45,6.9,8.9,10,87,96.63
12,56,7.9,8.4,2,75,63.65
16,71,6.4,3.3,4,79,83.7
19,55,4.2,4.8,0,36,56.11
13,76,6.7,5.6,2,79,74.51
14,48,8.8,7,5,76,81.59
16,69,7,8.1,8,75,93.99
10,81,8,1.2,1,47,60.11
9,41,6.3,8.7,4,75,64.18
20,67,4.2,7.8,0,58,62.89
9,69,4.2,6.1,6,47,60.02
4,85,6.4,2.8,10,80,89.42
7,48,5.9,6.8,3,68,53.54
20,72,8.7,3.3,4,49,83.06
19,62,4.8,9.3,6,41,73.5
16,77,8.6,6.1,4,73,90.59
10,78,7.5,9.1,9,75,88.31
17,96,4.6,5,3,43,73.74
10,83,7.6,6.9,2,86,79.52
17,54,4.7,2.3,10,65,95.17
6,53,7,2.9,10,46,67.86
4,69,6,8.3,0,65,53.89
9,86,8.6,4,5,42,64.09
18,64,5.2,1.7,1,32,60.74
5,85,8.3,2.2,9,50,70.76
10,83,7.2,6.3,2,97,87.02
5,68,7.9,9.1,7,91,80.22
6,53,7.1,3.9,4,57,63.4
8,92,7.2,8.9,3,47,62.73
17,53,7,7.9,9,53,75.21
12,47,4.2,2.2,0,92,68.68
6,44,5.3,9,10,62,69.61
17,64,8.8,6.1,6,73,84.96
16,44,5.8,4.2,3,44,67.6
12,51,4,6.1,3,38,51.92
8,41,7.3,6.1,5,36,50.03
7,93,5.2,5,3,43,64.58
20,70,8.9,9,4,40,76.88
17,61,4.3,9.8,2,88,77.75
12,78,7.2,9.1,0,97,71.63
18,85,4.1,6.5,7,49,77.74
18,81,7.1,1.8,2,45,76.64
9,62,4.9,6.4,10,71,79.72
2,48,5.2,1.7,5,96,71.6
12,47,6.3,5,9,33,61.68
7,40,8.1,6,8,37,60.15
1,96,7,9.5,7,73,63.14
9,47,8.7,9.4,0,86,60.85
18,67,6.5,4.1,7,71,89.34
18,61,8.7,1,5,42,77.13
2,58,7.1,9.2,2,61,44.31
20,58,7.4,2.2,2,94,92.33
11,46,6.7,2.1,2,35,50.04
8,81,6.8,7.9,5,35,59.69
9,98,6,2,6,63,83.55
10,78,8.3,8.7,4,43,60.87
13,68,5.3,1.3,8,83,93.12
12,74,5.6,3.4,1,41,53.08
14,69,7.2,9.8,4,41,62.34
20,55,7.3,5.1,9,70,91.81
16,43,4.4,2.4,9,57,84.78
4,67,7.7,4.2,10,96,94.17
9,55,8.9,4.9,0,64,57.91
10,42,6.4,6.3,6,74,64.5
17,93,6.2,4.5,9,52,98.12
19,48,7.8,8.5,3,50,67.6
7,61,7.9,2.1,5,79,80.42
6,44,4.8,3.2,0,100,65.93
15,82,6.5,6.2,9,44,80.41
5,85,5.5,4.1,6,78,69.89
19,74,7.9,8.7,5,92,99.31
7,66,7.3,1.4,3,33,50.59
9,44,8.1,9.8,10,81,76.88
7,48,6.9,3.9,8,64,71.48
20,94,6.2,7.5,7,33,84.88
2,67,4.2,5.5,6,42,53.27
8,55,8.4,1.3,0,65,63.33
3,86,8.3,5.4,4,66,62.12
18,68,4.4,7.6,6,60,78.92
15,67,4.9,1.7,5,91,93.32
10,93,4,3.9,5,94,87
4,73,4.7,7.8,7,69,59.89
6,71,6.5,8.9,10,38,59.86
20,72,6.5,2.6,3,63,87.23
6,45,7.2,2.2,3,97,76.85
6,47,5.6,8.1,0,89,57.35
4,53,8.3,2.2,0,67,56.43
17,56,8.6,4.2,7,91,92.27
9,47,7.7,5.2,6,79,68.17
11,66,6.7,8.5,9,40,73.04
13,83,8.1,3.8,7,81,93.87
15,88,8.1,9.4,7,85,92.84
9,70,8.9,1.4,5,46,63.78
11,94,7.2,6.3,4,72,84.51
6,44,6.5,1.6,9,98,85.43
17,48,7,5.5,2,89,78.73
9,49,4.8,4.9,10,100,86.95
2,66,8.5,2.5,8,89,83.8
8,81,6.6,8.1,4,34,49.21
16,48,5.5,8.7,6,55,70.11
8,50,8,1.8,3,37,50.03
18,84,4.9,6.1,3,60,82.23
3,46,8.6,8.2,8,63,62.94
13,62,5.3,5.8,5,96,84.94
12,48,7.5,4.2,9,80,81.85
3,57,5,6.5,4,74,56.11
17,53,5.6,9.4,9,99,91.87
17,69,7.6,1.8,3,72,83.66
13,67,8.6,4.9,3,56,74.36
18,85,8,4.2,8,85,100
3,69,7.3,9.3,5,79,68.66
4,78,7.1,6.2,1,85,59.57
14,99,7,6.7,6,51,82.15
13,91,8.4,9.4,4,47,69.71
12,93,4.6,9.7,7,54,73.28
19,86,8.2,9,0,41,70.99
1,48,7.3,9.4,7,39,45.14
2,83,7.9,6.6,10,46,71.07
7,74,8.8,5.1,1,46,50.55
12,80,4.4,1.4,4,75,83.45
13,50,8.1,8.3,4,83,77.68
5,42,4.5,4,6,57,56.99
8,78,5.1,7.1,0,96,64.79
7,86,4.7,2.2,3,98,76.34
9,40,5.2,6.8,5,70,67.27
20,88,6.6,3.6,10,65,100
2,49,8.4,5.8,3,74,50.32
9,63,4.1,9.6,9,57,70.02
8,100,4.9,1.5,9,89,91.07
9,57,4,9.4,3,41,40.44
20,40,6.3,1.9,8,52,80.89
11,84,7.4,9.4,2,92,77.88
8,71,6.2,4.1,7,80,75.27
5,68,5.8,9.5,5,71,59.08
4,58,6.3,1.9,6,82,71.3
11,97,7.4,6.2,9,46,82.92
6,69,7.5,8.5,1,74,53.26
4,53,8.4,8.5,3,61,52.66
14,50,6.4,8.7,8,72,78.93
10,91,6.2,2.7,9,38,81.47
20,95,7,1.4,7,44,96.01
4,49,8.9,4.1,3,76,59.61
3,100,5.4,2.6,1,83,74.06
6,51,4.2,9.3,6,71,60.27
2,40,7.6,8.5,3,80,49.23
7,65,5.3,3.3,2,83,68.47
9,49,4.8,7.8,0,37,38.07
5,50,8.6,9.6,6,94,68.39
6,69,6.5,8.6,8,87,82.91
11,82,6.4,1.5,3,54,71.86
12,53,4.2,1.4,0,37,51.68
7,80,8.9,4.1,6,90,91.46
11,58,6,6,1,91,66.79
10,69,7.3,3.2,4,83,81.46
8,51,7.6,8.4,5,82,73.54
17,58,8.7,7.9,5,67,83.32
7,61,4.6,3.8,3,70,67.74
3,92,8.9,4.3,7,80,82.11
13,62,7.5,6.1,9,82,88.43
14,40,4.2,9.4,3,58,55.81
11,49,4.9,8.6,4,96,70.31
5,45,4,2.4,2,71,49.06
9,61,5.8,9.3,10,77,83.28
7,69,7.2,3.1,6,82,73.83
3,58,4.7,4.9,3,37,37.36
16,42,6.7,3,7,49,70.69
18,49,4.6,6.6,3,76,76.83
5,59,8.5,7,9,49,60.84
12,42,4.4,9.9,10,69,74.29
5,75,5.3,5.1,6,72,65.89
2,98,6.7,5.8,3,67,66.16
13,69,7.4,1.2,7,94,93.3
10,65,6.2,4.5,9,69,83.84
8,67,8.6,8.4,10,69,76.79
14,72,4.8,7.1,5,32,61.81
11,77,4.9,8.1,6,51,67.98
6,64,5.9,7.8,2,56,54.77
5,60,6.2,8.3,7,61,63.02
10,85,8.1,4.7,8,51,78.95
2,86,7.4,5.2,3,60,55.82
9,96,8.4,4.9,6,43,67.63
4,99,8.8,6.4,6,41,65.07
13,95,6.6,2.5,8,79,100
17,84,6.6,5.2,9,51,86.68
9,78,8.5,3.3,0,61,66.46
20,63,4.4,9.6,9,71,88.64
3,54,7.3,3.5,8,99,77.19
8,95,4.5,3.2,0,45,54.69
7,57,6.3,6.3,2,56,52.74
16,78,8.8,3.2,9,100,100
3,89,7.4,2.4,0,39,47.46
4,72,7.8,2.6,0,49,47.25
4,63,4.8,1.7,3,61,60.57
13,80,7.8,3,1,67,78.08
19,75,4.9,2.5,0,53,68.76
18,78,8.6,5.4,0,44,65.22
12,78,4.1,8.6,3,42,59.18
15,71,7.2,4.6,9,31,70.58
1,84,4.5,6.2,1,89,58.01
11,93,8.8,2.9,2,67,82.81
17,55,5.3,3,8,91,91.97
3,60,5.4,5.4,6,44,46.74
2,97,7.6,6,0,47,48.96
18,51,8.5,8.6,0,35,56.83
17,40,8.3,5.9,3,66,74.09
19,81,4.6,8.5,2,44,66.34
1,41,5.9,6.4,3,52,37.01
3,74,5.2,7.1,5,53,56.88
13,50,5.8,6.9,0,50,47.12
4,46,6.2,6.1,4,51,48.39
7,50,8.5,5.4,0,42,47.59
3,65,6.2,2,6,89,78.53
18,66,7.7,9.6,0,52,61.78
11,52,6.5,8.9,2,85,66.11
1,50,4.9,6.5,4,40,37.98
11,53,7.2,1.2,10,31,69.92
7,44,7,3.5,1,37,45.38
1,68,5.6,3.9,8,63,64.14
6,75,5.5,9.4,7,37,51.94
16,72,5.3,5.1,7,36,75.87
18,81,7.6,10,10,87,100
10,93,4.2,9.4,3,71,66.82
1,45,6.5,2.5,2,88,59.34
15,55,8.6,2.2,2,33,57.38
18,98,5.2,1.1,1,41,78.26
3,92,5,1.2,3,79,70.91
3,96,7.1,1.4,0,52,54.05
13,60,4.3,7.1,10,64,84.43
16,91,4.4,1.8,0,80,79.49
12,100,8.1,5,6,95,99.59
7,80,7.3,2.5,4,37,59.73
20,41,5.5,3.7,10,40,86.43
18,82,6.6,6.2,1,42,74.18
9,92,8.5,7.3,7,81,86.78
14,97,4.4,8.7,2,64,72.6
1,46,6.4,6.1,1,87,50.65
11,44,8.7,5.3,7,35,57.59
5,82,5,1,5,59,65.26
17,95,4.8,5.1,2,71,87.05
5,43,7.1,4.2,9,53,63.96
17,76,6.8,8.1,5,94,93.15
15,50,7.1,8.9,3,57,65.56
11,84,6.4,7.2,0,50,60.38
9,41,8.5,6.5,9,94,83.66
14,52,7.6,8.2,4,79,72.75
10,57,4.7,5.1,9,59,71.02
13,90,7.4,2.2,3,39,71.52
18,66,7.3,4.6,2,90,85.05
8,93,5.2,3.8,0,79,70.86
2,94,4.5,4.8,3,64,62.65
4,56,7.5,2.2,5,80,72.08
9,96,7.4,4.1,6,57,77.09
17,75,6.1,9,3,76,79.08
10,57,5.3,4.3,1,69,57.55
10,99,4.7,1.7,7,73,85.47
19,56,5.5,6.1,7,66,80.8
3,80,6.8,7.5,2,68,55.3
17,47,8.5,1.7,9,44,78.63
14,57,7.8,6.8,2,62,68.94
10,51,6.9,8.9,7,52,60.37
7,60,5.1,9.2,9,97,85.61
12,88,7.2,8.3,5,60,79.59
2,69,5.6,2.1,5,39,55.03
8,94,5.4,9,2,60,55.96
15,92,8.4,2.5,5,55,92.05
1,86,6.5,2.3,6,68,73.75
8,87,6.4,6.8,6,51,65.93
2,92,7.2,9.3,10,83,74.7
14,87,7.7,4.5,0,78,82.4
20,80,6.1,7.7,4,43,80.19
5,91,8.3,1.6,7,34,66.24
1,67,4.4,8,7,40,45.13
1,46,4.5,2.5,0,47,37.43
7,45,6.1,1,4,36,47.52
16,50,6.8,8.3,8,83,90.63
17,54,7.2,2,2,37,65.49
3,56,7.7,6.6,4,48,47.6
15,79,6,4.4,9,87,99.71
9,50,4.2,1.6,1,66,53.06
9,48,5.3,1.1,7,58,73.47
6,55,7.5,5.8,6,38,56.97
12,77,5.8,5.7,5,64,74.59
11,82,6.4,4.9,7,94,88.83
8,41,5.7,5.5,9,90,81.31
20,81,6.7,8.5,6,86,96.6
16,59,7.6,1.9,5,57,81.03
18,46,5.6,7.9,3,37,64.42
11,91,6.2,1.2,2,97,86.96
18,80,6,6.7,6,84,96.9
20,66,5.1,3.8,7,80,90.43
16,60,8.2,8.2,1,37,52.7
10,48,5.9,7,6,69,71.94
10,98,4.5,1.2,2,65,72.24
10,43,6.5,9.8,9,59,65.01
12,55,5.7,8.2,10,61,76.44
15,88,7.6,6.3,0,87,84.79
14,98,7.4,4.3,5,88,100
16,96,8.3,6,5,49,80.52
6,50,8.7,9.4,8,67,65.97
19,94,7.2,1.7,7,71,100
6,94,6.4,7.8,2,65,63.53
14,60,8.4,2.9,9,80,94.94
19,100,8.7,6.5,2,37,80.48
17,61,5.3,4.9,0,63,70.53
11,76,7.6,9.5,4,48,62.1
11,70,8.4,3,8,73,82.71
7,83,8.7,8.8,6,61,68.49
20,58,6.1,3.8,6,51,75.88
2,72,5.8,1.2,3,56,52.92
14,44,4.3,6.4,8,93,81.83
5,73,4.9,4.4,5,54,61.74
17,42,5.4,7.4,9,38,69.85
13,43,9,2.8,10,59,78.58
12,58,5.4,5.8,4,61,65.42
14,43,7.3,7.1,10,55,72.46
16,98,6.8,1.4,2,38,69.24
8,99,6.1,7.5,6,93,92.24
15,69,5.2,4.7,7,78,85.62
12,59,5.7,9,3,62,66.78
17,47,7.1,8.3,4,55,66.57
4,46,8.5,2.3,9,56,68.49
12,53,5.2,1.4,9,47,71
8,52,7.3,8.9,3,76,64
3,59,8.9,5.7,5,33,48
5,64,5.3,4.9,6,31,49.19
10,85,4.5,6.7,1,68,62.02
17,70,6.2,2,6,66,88.79
8,87,8.9,6.9,7,88,85.12
6,77,5.4,4.9,5,91,82.25
12,50,7.3,2.4,5,94,86.9
15,69,7.8,2.4,8,53,85.95
17,89,6.8,9,9,68,97.87
12,100,4.4,7.1,5,38,70.37
19,57,5.6,8.3,10,67,95.95
14,56,7.8,2.3,9,30,68.22
3,63,4.8,8.9,8,78,65.86
12,61,5.3,9,1,94,71.47
16,78,7.4,7.9,1,68,72.39
2,87,8.7,7.1,3,84,68.17
11,97,4.2,2.2,8,33,69.08
10,82,4.4,5.4,0,93,69.48
14,42,7.4,2,1,58,65.74
1,87,6.4,6.6,10,41,61.35
9,62,6.4,8.6,7,74,70.54
6,85,6.5,9.3,3,46,56.87
13,71,7.4,5.5,1,75,74.99
14,98,8.4,5.7,8,38,80.85
15,47,7.5,4.3,6,83,80.32
14,66,6.8,6.2,4,35,63.05
14,99,7.7,4.5,6,31,74.19
12,60,4.6,4.7,1,58,55.7
11,66,8.9,2.7,4,77,85.75
17,49,5.9,6.5,1,46,53.91
5,81,7.5,9.1,7,69,71.35
13,77,6.4,3.7,7,94,97.26
14,87,5,6.1,3,37,62.22
16,80,4.3,7.4,6,53,72.33
12,92,6.8,1.7,4,47,71.88
4,48,6.4,4.6,0,44,38.53
7,46,7.8,1.8,8,84,77.68
1,93,6.6,7,3,79,57.92
5,51,5,4.7,5,83,65.4
12,71,6.3,4.5,4,51,71.21
17,59,8,1,4,31,74.11
2,53,8.3,2.4,3,32,39.83
5,59,7.8,2.6,7,68,75.99
13,53,7.7,3.9,10,59,87.13
14,45,4.6,5.6,2,31,54.55
18,40,7.4,4.9,10,72,91.85
14,48,7.3,6.1,3,38,59.98
4,81,8.7,5.5,1,89,68.8
20,41,8,2.9,6,84,92.37
8,65,7.3,9.4,4,91,68.91
3,81,5.2,4.7,5,95,72.65
1,52,5,7.2,9,36,50.11
20,57,8.9,1.3,3,92,95.36
12,80,7.4,7,1,55,59.94
9,87,5.7,8.6,7,72,76.66
4,77,7.2,1.4,3,36,51.92
17,69,6.8,5.1,1,46,68.82
13,61,4.8,8.6,9,67,82.06
20,44,6.5,2.4,9,94,100
17,97,4.8,1,1,71,80.56
19,69,6.2,4.7,9,41,81.64
3,66,8.3,5,5,47,55.86
6,48,7.5,8.2,6,43,56.28
11,82,5.3,9.4,10,33,73.83
5,76,5.5,8.7,9,67,67.28
9,87,8.3,5.1,6,80,80.23
8,98,6.7,8.6,5,73,70.34
2,85,8.5,8.7,5,74,68.99
15,72,4.9,9.5,9,76,92.59
19,88,4.9,8.3,1,66,71.72
15,41,6.1,2,5,59,71.59
17,71,6.7,10,7,47,69.5
5,41,8.5,9.1,10,57,64.26
18,46,8.7,2.4,9,84,98.69
16,67,8.9,5,0,55,70.19
8,58,7.9,5.5,6,76,73.13
1,69,7.2,6.2,0,74,49.66
11,71,8,8.6,3,82,74.52
2,60,5.3,8.4,3,61,41.87
9,86,7,6.3,5,64,79.55
18,81,6.7,7.7,3,36,71.65
17,72,6.1,2.1,2,72,78.47
4,48,8.8,8.2,6,83,62.29
9,71,7.9,9.1,10,34,67.99
17,43,5.5,8.6,4,79,70.12
11,78,7.9,7.9,0,35,45.89
19,82,4.3,9,0,87,76.48
17,100,5.6,4.5,3,69,89.66
10,55,8.2,7.8,3,34,51.64
9,46,5.1,6.2,5,78,67.09
17,54,4.7,2.8,0,74,68.97
18,80,5.3,8.1,2,75,81.22
4,45,8.8,6.2,0,55,46.68
20,59,8.3,1.1,4,51,84.75
10,44,8.1,3.8,7,34,63.66
8,88,7.9,3.2,8,87,94.83
15,64,8.3,1.3,10,79,100
17,76,8.7,9.1,1,55,73.41
10,41,7.2,6.1,7,100,79.8
15,58,5.5,7.3,3,32,56.04
17,52,6,2.4,9,56,87.1
15,85,4,4.5,6,61,81.77
1,70,4.6,9.4,8,40,49.33
4,54,5.1,8.8,1,90,55.13
2,61,6.2,5,7,93,68.15
5,85,7.9,8.3,8,100,88.81
2,95,5.1,9.3,8,86,73.41
15,57,4.2,5.5,2,60,66.84
1,53,6.1,4.4,7,97,71.66
20,95,7.2,3.4,9,90,100
6,64,5.6,7.8,7,38,50.79
13,58,6.9,4.7,4,76,71.92
10,60,5.1,4.2,2,75,65.64
10,91,5.5,8.3,8,98,88.6
11,48,7.6,6.9,9,36,67.41
17,63,8.7,7.9,1,44,61.37
14,70,8.5,8.1,8,74,82.69
15,67,5.4,4.8,0,77,66.45
14,88,8.3,9.9,0,99,79.09
7,44,8.3,3,6,71,72.49
6,88,6.4,5.6,6,36,57.66
10,87,7.7,4.1,3,60,76.74
18,76,4.8,3.7,5,47,75.21
11,68,4.3,1.7,5,90,88.2
5,65,5,5.9,10,55,71.5
9,83,7.7,9.2,7,41,64.62
17,87,7.4,8,8,78,97.89
15,87,5.3,4.8,2,57,74.6
1,53,7.4,4.1,4,90,65.05
15,88,8.4,2.7,8,42,87.13
7,98,4.6,6.5,2,65,59.5
6,99,8.8,3,8,30,75.31
13,51,5.7,7.2,4,42,62.43
12,57,5.7,3.5,8,51,71.41
17,96,8.6,3.2,4,30,72.03
8,62,6,1.3,2,94,71.21
16,52,5.6,3.7,9,31,69.92
15,77,8.1,5.9,6,76,88.49
14,93,8,6.3,6,47,74.66
5,89,7.7,4.3,8,83,81.56
18,66,8.5,3.8,4,56,78.68
13,43,7.4,5.7,8,52,68.36
19,50,8.3,5.9,2,96,89.04
10,65,6.3,8.9,3,80,65.02
13,52,5.2,8.7,4,79,64.94
16,50,7.7,9.7,2,95,81.67
8,100,5,9,4,36,57.39
10,90,8.4,5.5,9,40,79.46
14,91,9,3.3,10,58,100
2,54,8.7,1.5,1,79,58.18
13,67,4.9,7.8,2,97,74.82
11,59,4.4,7.8,8,72,74.57
13,49,4.8,6.2,1,43,52.32
17,59,6.6,1.7,6,83,95.84
2,51,8.3,9,4,83,59.8
4,68,5.3,6.9,3,95,71.01
20,46,8.5,7.5,2,69,73.53
1,66,5.9,5.4,8,66,61.51
16,95,8.6,8.6,2,39,68.64
2,95,4.9,7.1,2,57,56.02
19,52,5.7,7.7,0,88,70.76
3,81,8.6,7.2,2,96,69.17
6,55,7.3,1.2,5,33,58.6
14,68,4.5,5.9,3,58,69.18
4,71,7.8,3.3,9,70,75.89
3,50,6.8,8.2,8,51,52.47
19,51,4.8,8.4,2,94,86.11
18,44,5.8,6.9,0,95,77.1
12,48,4.6,5,6,100,77.76
6,66,7,2.5,0,71,62.91
16,87,5.1,7.4,4,38,65.25
20,58,5.2,3.2,2,76,76.89
6,71,5.3,4.6,2,60,57.64
17,58,5.5,7.8,10,59,84.18
13,62,5.3,6.4,9,64,76.21
18,88,5.8,5.7,3,58,85.88
17,66,7.2,8.4,4,82,85.7
5,77,7.2,5.6,0,72,64.29
9,99,7.4,8.7,10,43,75.64
1,93,5.6,6,3,89,67.53
4,43,7.1,5.3,4,62,53.22
8,76,4.5,1.6,1,92,79.08
1,41,5,3.3,6,97,68.61
17,84,5.4,9.5,6,72,87.57
16,88,5,3.6,4,78,87.26
1,68,4.7,4.5,0,67,50.65
16,56,4.5,1.1,1,99,78.12
14,73,7,5.5,2,75,80.63
5,90,6.7,9.5,10,66,71
7,77,5.2,4.3,6,32,53.33
20,89,7.5,5.3,7,77,97.74
14,66,6.8,9.5,0,57,60.96
4,67,5,5.2,1,88,58.73
9,93,7.2,1.6,5,61,79.04
9,50,7,8.9,8,59,69.77
8,40,5,6.6,5,60,57.59
5,87,7.5,8.6,0,96,69.89
12,52,4.9,8.3,7,60,65.46
1,45,4.4,6.6,9,92,72.06
10,69,8.9,3.5,7,55,78.89
15,94,6.3,3.5,9,35,84.77
14,69,6.7,6.4,5,79,88.21
11,76,6.4,5.1,9,79,84.61
2,82,5,7.2,0,73,51.14
13,74,8.5,7.6,1,36,57.43
1,58,8.1,7.4,7,70,60.87
9,96,5.1,5.3,2,43,64.69
17,82,8,5.1,7,38,83.23
14,100,8.6,6.3,6,70,91.3
6,54,6.1,3.8,1,45,40.6
18,94,5.7,10,6,87,100
4,100,4.7,3.9,7,50,68.73
3,75,8.8,8.6,9,45,59
16,88,6.8,6.8,8,95,100
6,56,6.9,7.1,1,81,53.09
17,58,4.5,7.3,10,72,93.41
7,69,7.6,1.6,4,57,66.34
14,53,4.6,3.9,9,81,93.72
1,71,8.1,4.9,9,62,65.73
4,57,7.7,1,0,64,48.52
15,63,6.1,2.3,1,36,62.59
10,89,4.2,7.9,9,92,86.9
14,73,7.7,2.6,8,94,100
11,87,8,2.4,3,64,74.75
19,85,6.4,8.4,9,49,93.18
12,47,8,6.8,9,91,91.03
14,66,7.2,8.9,4,87,83.63
12,72,8.5,5.2,8,61,88.46
16,98,4.3,1.5,5,54,90.45
5,62,7.2,6.3,6,93,75.26
18,60,5,4.6,10,43,82.31
8,84,4.1,1.6,2,74,68.84
2,42,5.5,2.8,1,82,54.48
16,69,5.8,5.3,0,86,72.64
5,96,6.2,9.9,7,43,60.91
7,87,8.8,1.1,4,52,77.3
15,50,6.8,6.5,0,67,59.99
18,80,4.5,9.2,6,89,90.77
6,94,8.4,1.3,5,69,76.84
3,65,7.2,9.9,9,38,52.31
10,66,5.4,5.3,5,83,71.53
10,64,8,9.9,8,50,74.07
2,83,5,6.6,6,43,51.39
12,42,7.3,2.7,1,60,57.85
20,95,9,3,2,49,89.07
2,92,8.1,4.9,7,85,79.09
11,58,7.3,3.9,10,52,75.99
4,84,8.3,9.8,4,58,57.18
6,100,8.8,7.7,1,89,75.26
1,63,6.8,1.6,8,34,60.45
15,54,4.9,3,7,79,83.44
11,93,5.9,4.7,5,45,65.49
1,87,5.7,4.3,7,31,51.96
6,79,8.7,1.3,6,98,90.2
9,58,4.5,8,5,99,77.07
6,99,8.7,6.1,9,49,81.98
8,60,6.2,1.3,10,53,74.36
12,44,5.8,5.3,9,87,87.6
12,44,8.3,2.8,8,62,79.62
7,44,8.2,2.6,3,64,64.12
9,91,8.3,5.8,0,38,57.1
16,67,7.4,2,4,83,92.79
13,57,7.4,1.7,2,85,82.57
8,49,8.1,2.1,10,63,83.91
15,42,7.7,5.6,0,43,51.08
4,50,6.9,5,9,98,78.05
18,78,8.4,6.9,3,87,94.3
10,75,7.3,9.3,10,45,76.92
13,72,4.5,7.8,9,61,73.4
1,73,8.3,3.9,8,31,53.77
17,42,6.7,3.4,3,57,67.43
1,61,9,6,1,36,36.22
8,61,8.8,5.7,10,85,91.83
19,77,4.2,2.7,1,60,82.29
4,66,7.5,6.1,6,32,56.08
3,50,8.6,8.9,6,87,70.37
